"verb","variety","corpus","genre","year","transitivity","negation","interpretator","interpretator_type","complementizer","year_bins_20","year_bins_40","year_bins_100","macro_genre","AmE_c","interpretator_present","year_c"
"fool","AmE","L92","News",1992,"passive","y","by the fact","nominal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.16
"fool","AmE","L92","News",1992,"reflexive","n","with the illusion","nominal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.16
"fool","AmE","L93","News",1993,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.14
"fool","AmE","L93","News",1993,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.14
"fool","AmE","L93","News",1993,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.14
"fool","AmE","L93","News",1993,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.14
"fool","AmE","L93","News",1993,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.14
"fool","AmE","L93","News",1993,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.14
"fool","AmE","L93","News",1993,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.14
"fool","AmE","L93","News",1993,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.14
"fool","AmE","L93","News",1993,"passive","y","by the fact","nominal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.14
"fool","AmE","L94","News",1994,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L94","News",1994,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L94","News",1994,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L94","News",1994,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L94","News",1994,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L94","News",1994,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L94","News",1994,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L94","News",1994,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L95","News",1995,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"passive","y","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"reflexive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L96","News",1996,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L96","News",1996,"reflexive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L97","News",1997,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.06
"fool","AmE","L97","News",1997,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.06
"fool","AmE","L97","News",1997,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.06
"fool","AmE","L97","News",1997,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.06
"fool","AmE","L97","News",1997,"passive","y","by the fact","nominal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.06
"fool","AmE","L97","News",1997,"passive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.06
"fool","AmE","L97","News",1997,"passive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.06
"fool","AmE","L98","News",1998,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L98","News",1998,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L98","News",1998,"transitive","n","in believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L98","News",1998,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L98","News",1998,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L98","News",1998,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L98","News",1998,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L98","News",1998,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L98","News",1998,"passive","y","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L98","News",1998,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L99","News",1999,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","D92","News",1992,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.16
"fool","AmE","D94-95","News",1994.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"fool","AmE","D94-95","News",1994.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"fool","AmE","D94-95","News",1994.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"fool","AmE","N01","News",2001,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"reflexive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","L92-93","News",1992.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.15
"fool","AmE","L94-95","News",1994.5,"transitive","n","into the idea","nominal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.11
"fool","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"fool","AmE","L96-97","News",1996.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.07
"fool","AmE","L98-99","News",1998.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"fool","AmE","L98-99","News",1998.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"fool","AmE","L98-99","News",1998.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"fool","AmE","L98-99","News",1998.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"fool","AmE","L98-99","News",1998.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"fool","AmE","L98-99","News",1998.5,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"fool","AmE","L98-99","News",1998.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.03
"fool","AmE","L92","News",1992,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.16
"fool","AmE","L92","News",1992,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.16
"fool","AmE","L92","News",1992,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.16
"fool","AmE","L92","News",1992,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.16
"fool","AmE","L92","News",1992,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.16
"fool","AmE","L92","News",1992,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.16
"fool","AmE","L92","News",1992,"transitive","n","thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.16
"fool","AmE","L94","News",1994,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L94","News",1994,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L95","News",1995,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L92","News",1992,"reflexive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.16
"fool","AmE","L92","News",1992,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.16
"fool","AmE","L93","News",1993,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.14
"fool","AmE","L93","News",1993,"reflexive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.14
"fool","AmE","L94","News",1994,"reflexive","y","by thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L94","News",1994,"reflexive","n","in believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.12
"fool","AmE","L94","News",1994,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.12
"fool","AmE","L95","News",1995,"reflexive","n","by thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"reflexive","n","to think","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.1
"fool","AmE","L95","News",1995,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.1
"fool","AmE","L96","News",1996,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L97","News",1997,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.06
"fool","AmE","L97","News",1997,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.06
"fool","AmE","L97","News",1997,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.06
"fool","AmE","L97","News",1997,"transitive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.06
"fool","AmE","L97","News",1997,"transitive","y","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.06
"fool","AmE","L98","News",1998,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L98","News",1998,"transitive","y","thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.04
"fool","AmE","L99","News",1999,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L96","News",1996,"reflexive","n","thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.08
"fool","AmE","L99","News",1999,"reflexive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","L99","News",1999,"reflexive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.02
"fool","AmE","W90-92","News",1991,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.18
"fool","AmE","D92-95","News",1993.5,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.13
"fool","AmE","N01","News",2001,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","W90-92","News",1991,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"fool","AmE","D92-95","News",1993.5,"transitive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"passive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"passive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"passive","y","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"passive","y","by the notion","nominal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.13
"fool","AmE","D92-95","News",1993.5,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",1,0,-0.13
"fool","AmE","N01","News",2001,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"transitive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"transitive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"passive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"passive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"passive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"passive","n","into thinking","verbal","n","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"passive","n","to believe","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"reflexive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"fool","AmE","N01","News",2001,"reflexive","n","into believing","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.02
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","by thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","by notions about … and the belief","nominal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","to believe","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"delude","BrE","newspapers_1990_1994","News",1991,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
